기관구분,등록기관,등록번호,유형,단체명,대표자,소재지,주된사업,연락처,등록일,주관과
중앙행정기관,성평등가족부,제69호,사단법인,사단법인 기독교청소년협회,정진해,경기도 용인특례시 기흥구 강남로8 (우성메디피아),"ㅇ 청소년 연구활동
ㅇ 청소년 수련활동
ㅇ 청소년시설 설치, 운영
ㅇ 청소년 상담
ㅇ 청소년 국제교류
ㅇ 청소년 자아개발
ㅇ 청소년 복지증진
ㅇ 청소년 자원봉사
ㅇ 청소년 선도 및 보호
ㅇ 청소년 교육 및 지도자 양성
ㅇ청소년 지도 육성을 위한 민간자격증 발행
ㅇ가정(성)폭력 상담 전문가 양성 및 상담소 운영
ㅇ학교(원)폭력 상담 전문가 양성
ㅇ 평생교육사업 및 교육원 설치 운영
ㅇ 독서진흥 문고설치운영
ㅇ장애청소년 복지증진사업 및 연구활동
ㅇ청소년 지능과학탐구 및 교육원 운영
ㅇ다문화가족 청소년 복지증진사업 및 교육활동사업
ㅇ 아동돌봄시설 운영 및 관리
ㅇ 국내외 아동․청소년 지원사업
ㅇ 아동학대예방사업
ㅇ 영유아 보육사업",063-241-1091,2022-07-25,청소년정책과
중앙행정기관,성평등가족부,제70호,사단법인,사단법인 우리 더불어 이웃,최성주,"서울특별시 양천구 오목로 181, 4층(신정동)","ㅇ 가족 및 아동·청소년 인권 실현, 복지 향상을 위한 사업
ㅇ 가족 및 아동·청소년을 위한 정책, 법, 제도개선 사업
ㅇ 가족 및 아동·청소년들의 시민교육을 통한 환경보호와 사회참여 사업
ㅇ 가족 및 아동·청소년의 상담·교육·문화·조사연구 사업
ㅇ 학업중단 예방 및 학교 밖 청소년 사업과 대안교육 사업
ㅇ 그 외 사회복지시설 위탁·운영, 사회복지 관련 교육 및 상담사업 등",02-3290-7002,2022-09-06,가족정책과
중앙행정기관,성평등가족부,제2022-71호,사단법인,(사)꿈이 있는 세상,김기정,"서울특별시 마포구 양화로 26, KCC엠파이어리버 103호","1) 청소년보호 관련 유해환경 실태조사, 예방활동 및 청소년시설 안전점검
2) 청소년 치유관련 문화행사 개최, 지원활동 및 역사현장 방문
3) 청소년 자존감 회복을 위한 진로상담 및 직업체험 활동
4) 청소년 환경보호를 위한 세미나 및 홍보 캠페인 등",,2022-11-28,청소년보호환경과
중앙행정기관,성평등가족부,제72호,,사단법인 한국다문화청소년협회,박옥식,"서울 종로구 종로 69, 서울YMCA빌딩 526호","- 청소년복지,청소년정책,청소년교육,청소년상담사업
- 다문화청소년 의료 및 법률지원사업
- 글로벌 문화활동 및 문화교류, 글로벌 자원봉사
- 청소년 관련 위탁운영, 복지시설 수탁,운영, 평생교육시설 운영
- 다문화청소년에 대한 연구,출판,홍보 등 다문화 관련 사업",02-517-0119,2024-06-11,학교밖청소년지원과
중앙행정기관,성평등가족부,제73호,사단법인,사단법인 바른인권여성연합,이봉화,"서울특별시 강남구 테헤란로 310 (역삼동, 두꺼비빌딩)602호","ㅇ 양성평등과 생명·가족문화 사업
ㅇ 양성평등과 생명·가족중심가치 함양을 위한 교육 사업
ㅇ 양성평등과 가족중심사회 구현을 위한 법·제도 개선사업
ㅇ 관련 분야 출판 및 미디어 사업
ㅇ 소외계층 여성 지원 사업 
ㅇ 관련 분야 여성 지도자 양성 사업
ㅇ 대내외 유관 기관 및 단체 협력·교류사업
ㅇ 국가기관 및 지방자치단체와의 위, 수탁, 협업사업
ㅇ 기타 본회의 목적 달성에 필요한 관련 사업",070-7776-0815,2024-10-30,여성정책과
중앙행정기관,농촌진흥청,1,사단법인,한국농촌지도자중앙연합회,김성응,"경기도 수원시 팔달구 수성로 92, 농민회관 (화서동)","과학영농선도, 농가소득증대, 농민권익보호 및 복리증진",031-292-4911,2000-05-17,지도정책과
중앙행정기관,농촌진흥청,2,사단법인,한국콩연구회,문갑순,경기도 수원시 권선구 수인로 125 (서둔동),콩의 효율적인 이용기술 개발을 통한 국민영양 향상,055-351-3546,2000-05-25,연구정책과
중앙행정기관,농촌진흥청,5,사단법인,한국토양비료학회,정광용,전북 완주군 이서면 농생명로 166,토양비료와 식물영양에 관한 학술발표와 국제학술교류 및 기술협력,063-226-7335,2000-05-25,연구정책과
중앙행정기관,농촌진흥청,7,,(사)한국4-H중앙본부,전병설,서울 강동구 동남로 73길 31,"청소년 및 청년농업인 육성, 지도자 육성, 국제교류활동, 활동정보제공 및 지원, 주관단체 역량강화활동, 교육시설 운영 등",,2024-01-08,지도정책과
중앙행정기관,농촌진흥청,8,,(사)한국생활개선중앙연합회,강현옥,경기도 수원시 권선구 수인로 126,"○ 농업환경 문화를 지키고 선도하는 여성농업인 단체로서의 정체성 확립
○ 올바른 농식품 생산 가공 소비 유통 주체로서의 역할 수행
○ 농업 농촌 활력화에 필요한 다양한 전문능력 배양",,2024-01-16,농촌자원과
중앙행정기관,산림청,1,사단법인,한국산림보호협회,허태조,대구광역시 동구 동대구로 498(신천동) 동림빌딩 4층,산림환경보전,053-744-4747,2000-05-02,"산림환경
보호과"
중앙행정기관,산림청,2,사단법인,평화의 숲,이병훈,"서울특별시 종로구 새문안로92, 1802호","- 평화산림이니셔티브의 실현
- 산림생태계가 가지는 공존 가치의 확산
- 남북산림협력사업 및 접경지역 산림 생태계 복원
- 국제연대 및 협력사업
- 기타 관련사업
- 위 사업을 추진하기 위한 모금, 광고활동
- 부동산 임대사업, 전대사업 및 기타 수익사업",02-960-6004,2000-05-10,산림자원과
중앙행정기관,산림청,4,사단법인,한국숲사랑청소년단,김명전,"서울특별시 동대문구 회기로 57, (국립산림과학원내) (청량리동)",도시녹화 및 푸른숲 선도원 육성,02-968-0868,2000-06-01,산림교육문화과
중앙행정기관,산림청,12,사단법인,생명의숲국민운동,이돈구,서울특별시 마포구 성미산로 11길 5 숲센터 5층,"숲 가꾸기의 필요성 및 숲의 중요성을 교육, 홍보",02-499-6213,2000-07-08,산림자원과
중앙행정기관,산림청,6,사단법인,동북아산림포럼,최현섭,"서울특별시 영등포구 국회대로62길 9, 산림비전센터 401호",동북아지역 산림환경 개선을 위한 네트워크 구축 및 조림,02-960-6114,2001-03-26,국제협력담당관실
중앙행정기관,산림청,7,사단법인,나라꽃무궁화운동중앙회,정상린,서울 성북구 삼선교로 14길 69(삼선동 2가),"나라꽃 무궁화 보급 및 홍보, 교육",02-755-1001,2001-04-26,도시숲경관과
중앙행정기관,산림청,13,사단법인,생태산촌,김의경,"서울특별시 성동구 왕십리로 46, 풍성빌딩 3층 (성수동1가)",환경적 생태적으로 건전한 산촌마을 조성,02-747-6009,2001-08-08,산림휴양치유과
중앙행정기관,산림청,20,사단법인,한국숲해설가협회,정경택,"서울특별시 서초구 양재동 바우뫼로 158, 유창빌딩 4층",숲해설가 양성,02-747-6518,2003-02-20,신림교육치유과
중앙행정기관,산림청,14,,생태교육연대어울림,신정섭,"경기도 고양시 일산서구 웅비로12번길 5-9, 1층(대화동)",숲생태교육을 통한 전문해설가 양성,02-745-0122,2008-01-31,산림교육문화과
중앙행정기관,산림청,15,사단법인,한국등산연합회,이기창,"서울특별시 강서구 화곡로 258, 대한빌딩 5층 501호 (화곡동)",등산교육 및 훈련  등산로 정비참여,,2008-02-04,산림휴양등산과
중앙행정기관,산림청,18,,무궁나라,김영만,"서울시 서초구 효령로 53길 18, 208호(서초동, 석탑오피스텔)",". 무궁화 선양운동 및 지원 
. 무궁화 품종보존 및 개발연구 
. 무궁화 식재, 공원조성
. 문화콘텐츠 개발 보급 등",02-6449-9300,2009-02-20,도시숲경관과
중앙행정기관,산림청,21,,아낌없이주는숲,서혜경,"서울 은평구 가좌로 310, B1",숲을 통한 체험 및 소외계층의 꿈과 미래를 위한 체계적이고 효율적인 사회적 지원,02-3152-9404,2012-12-31,산림휴양등산과
중앙행정기관,산림청,22,사단법인,한국트레킹연맹,김현곤,"서울특별시 영등포구 국회대로62길 9, 산림비전센터 404호 (여의도동)","트레킹 교육, 트레킹 프로그램 개발, 트레킹 문화보급, 도농 교류 활성화 등 공익활동 수행",02-3775-3399,2013-02-21,산림휴양등산과
중앙행정기관,산림청,23,사단법인,사단법인 한국숲길체험지도사협회,김영식,서울특별시 영등포구 도림로 291 4층(성원빌딩),"숲길체험지도사 교육, 교육 교재 개발 및 보급, 프로그램 개발‧보급, 관련 연구 조사, 자료‧서적‧간행물 발간 보급, 협회 목적에 필요한 사업 활동 수행",02-845-1199,2014-01-23,산림휴양등산과
중앙행정기관,산림청,24,,대한민국무궁화예술협회,최봉실,"서울특별시 영등포구 국회대로 72길 11, 프린스텔 909호","무궁화미술공모, 무궁화 보급 및 계몽 사업",02-703-6793,2014-04-16,도시숲경관과
중앙행정기관,산림청,25,,세계숲보전협회,이범석,"서울 강서구 강서로8길 194-1, 102호","세계숲의 날 지정의미 대국민 홍보, 기후변화, 사막화, 열대우림 훼손 방지를 위한 활동",02-584-2631,2015-03-06,산림정책과
중앙행정기관,산림청,26,,무궁화사랑 ·생산자 총연합회,김기숙,"경기도 시흥시 복지로 103-1, 3층","무궁화에 담겨진 역사, 문화교육 및 무궁화생산의 육성, 보급, 관리,연구개발을 통한 무궁화생산자의 공익활동",02-793-5114,2017-07-19,도시숲경관과
중앙행정기관,산림청,제27호,사단법인,사단법인 백두대간진흥회,예정수,"서울특별시 송파구 법원로 11길 11, 현대지식산업센터 B동 1303호","○ 백두대간 보호와 관련된 사업
○ 백두대간 관련 기관 및 연구자에 대한 지원사업
○ 백두대간 관련 활동상 및 성과 등에 대한 대국민 홍보, 교육사업
○ 백두대간에 관한 남북 및 국제교류와 협력",,2019-01-15,백두대간보전팀
중앙행정기관,산림청,제28호,,푸른솔만들기,강종인,"부산광역시 금정구 식물원로75번길 39, 204호","산림 불법행위 피해예방 및 감시, 홍보 등 공익활동 수행",,2023-02-09,산림환경보호과
중앙행정기관,중소벤처기업부,1,사단법인,한국장애인기업협회,진형조,"서울특별시 강서구 강서로 186, 상덕빌딩 4층 (화곡동)","장애인기업 창업자원 및 정보 제공사업 등 경영지원 사업, 장애인 복지 지원사업기타 부대사업",02-2604-3917,2000-05-25,소상공인정책과
중앙행정기관,중소벤처기업부,2,사단법인,한국소기업소상공인연합회,박인복,서울시 마포구 백범로 136 (염리동),". 소상공인 상호간 정보교류 
. 위탹.대행사업",02-717-1221,2009-04-30,"행정법무
담당관실"
중앙행정기관,지식재산처,1,사단법인,한국여성발명협회,김순선,"서울특별시 강남구 테헤란로 131, 한국지식재산센터 6층","여성발명 저변확대, 여성발명가 양성 및 활용",02-538-2710,2006-03-22,아이디어경제혁신팀
중앙행정기관,지식재산처,2,사단법인,한국특허학회,이영애,"서울특별시 동작구 흑석로 84, 공과대학 207동 203호(흑석동)","특허학연구 학술지 발간, 발명가 자격 특강 및 시험실기, 연구 발표회 및 강연 강습회 개최, 업적의 표창, 전국 학생 발명대회 개최 및 포상",02-823-9997,2013-05-09,산업재산정책과
중앙행정기관,산업통상부,2004-2,,에너지시민연대,"김대희, 박용훈, 유미화",서울시 종로구 사직로8길 34 경희궁의아침 3단지 208호,"에너지절약운동
지속가능한 에너지 체계 구축을 위한 정책 제언",02-733-2022,2004-07-27,에너지효율과
중앙행정기관,산업통상부,2,사단법인,한국유니버설패션협회,김연희,"서울특별시 강남구 테헤란로63길 12, /B-1331호 (삼성동)","유니버설패션(고령인과 장애인을 위한 패션상품) 디자인 연구 및 상호 교류, 인재양성 등을 통한 유니버설패션산업의 보급 확산 및 활성화 등",02-566-4148,2006-03-21,섬유세라믹과
중앙행정기관,산업통상부,5,사단법인,녹색환경포럼,김시약,"서울특별시 영등포구 경인로 775, 1동 418호(문래동3가, 에이스하이테크시티)","자원절약, 재활용 등 자원순환형 사회를 촉진하는 국민정신을 함양하고 저탄소 녹색성장의 국가적 과제를 달성하기 위한 싱크탱크로서 역할",02-565-7957,2010-03-31,기후변화산업환경과
중앙행정기관,산업통상부,6,사단법인,한국기술사업화진흥협회,김순식,"대전광역시 유성구 가정북로 96, 대전중소기업종합지원센터 704호 (장동)","국내외에서 개발된 기술의 거래 및 사업화 촉진을 위한 교육, 홍보, 인식제고 등 활동을 통한 관련산업의 경쟁력 제고 및 국가경제 발전에 기여",042-864-5900,2010-04-12,산업기술시장과
중앙행정기관,산업통상부,7,사단법인,한국열관리시공협회,강옥진,"서울특별시 서초구 방배중앙로 128, 뉴어텍빌딩 6층 (방배동)","자원봉사 활동을 통한 정부의 에너지 절약과 이용 효율화 사업, 국가재난관리 사업 및 저소득층‧소외계층 지원사업 참여",,2010-11-11,에너지신산업정책과
중앙행정기관,산업통상부,8,사단법인,기업책임시민센터,장현덕,"서울특별시 중구 만리재로 217, 경림회관 401호(중림동)","ㅇ 인간과 사회, 환경을 존중하는 투자 활동을 촉진하기 위한 각종조사, 연구 자문활동
ㅇ 사회적으로 책임있는 투자 활동을 위한 각종 교육, 홍보 및 지원 사업",02-782-9418,2011-08-19,산업정책과
중앙행정기관,산업통상부,2012-1호,사단법인,아태경제연구원,염춘영,"서울특별시 송파구 중대로 132, 4층(가락동)","ㅇ 경제·경영 전문가를 초빙하여, 학술교류 및 토론을 위한 포럼 개최
ㅇ영세사업자의 재무관리교육을 실시",02-402-0001,2012-02-13,산업정책과
중앙행정기관,산업통상부,2017- 01호,,소비자권리찾기시민연대,이은영,서울특별시 종로구 새문안로 5가길 28                   광화문플래티넘 615호,"소비자 인식 및 실태조사 연구, 지속가능한 소비 및 생산 촉진을 위한 프로그램 개발, 저탄소 및 에너지절약 실천 사업, 지속가능한 에너지체제 구축을 위한 에너지정책 연구, 가정, 산업, 건물부문의 에너지효율 향상 사업 등",(02)736-4995,2017-03-30,에너지자원정책과
중앙행정기관,산업통상부,2017-02호,,한국기자연합유통협회,정동근,"대전광역시 중구 대흥로 174, 3층","-생산자와 소비자의 직접유통 활성화를 위한 사업
-유통구조 제도개선을 위한 연구사업 및 대정부건의
-업체의 창의적인 유통구조와 신뢰도 인증 및 평가사업
-불공정 거래행위 발굴을 위한 실태조사 및 모니터링, 상담
-유통기술투자와 연구용역, 컨설팅, 및 자문
-유통업무 판매촉진을 위한 전문인양성교육 및 사이버교육
-유통재난안전관리, 평가, 교육사업",042-477-3370,2017-08-04,유통물류과
중앙행정기관,산업통상부,제2018-1호,사단법인,대한민국을 생각하는 호남미래포럼,김정옥,서울특별시 강남구 테헤란로 309 삼성제일빌딩 1710호,"지역경제활성화를 위한 조사연구 및 정책개발, 법률제도 개선제안 활동 등",02-539-7714,2018-02-20,지역경제총괄과
중앙행정기관,산업통상부,제2018-2,,한국경제문화연구원,최세진,"서울특별시 논현로 19길 및 정책개발, 법륜ㄹ제도제도 개선제안 활동 등","지역경제활성화를 위한 조사연구 및 정책개발, 법률제도 개선제안 활동 등",,2018-06-27,산업정책과
중앙행정기관,산업통상부,제2023-02호,,사단법인 수소융합얼라이언스,문재도,"서울특별시 서초구 반포대로 34, 4·5층(서초동, 로얄빌딩)","수소산업 실태조사 등 산업 동향 파악 및 분석,
수소경제 관련 정보 제공 서비스 운영 등",02-6258-7450,2023-03-06,수소경제정책과
중앙행정기관,산업통상부,25-1,,사단법인 한국차양산업협회,권오금,"서울특별시 금천구 가산디지털1로 119, 지층 117호",차양산업 분야의 기초 기술 및 심화(전문) 교육,,2025-12-29,엔지니어링디자인과
중앙행정기관,식품의약품안전처,1,,한국사이버시민마약감시단,전경수,경기도 가평군 청평면 수리재길 258-154,"불법 마약류 감시 및 마약류등 중독행위 의존증극복 온‧오프라인 엔카운터 공동지도학습 재발‧재범 방지 특수복지시설 교육 프로그램 적용, 마약류 의존증 극복지도 등 마약퇴치 활동",,2000-07-05,마약정책과
중앙행정기관,기후에너지환경부,제1호,사단법인,무지개세상,장승진,서울특별시 서초구 매헌로 54 (양재동),"생태계 연구, 영상기록, 환경오염실태조사 및 언론 홍보 등",02-458-0803,2000-04-29,자연생태정책과
중앙행정기관,기후에너지환경부,제2호,사단법인,맑은물되찾기운동연합회,최창섭,"서울특별시 용산구 한강대로 178, 만춘빌딩 3층 (한강로1가)","환경홍보·교육,물관련조사연구",02-797-8141,2000-05-01,자연생태정책과
중앙행정기관,기후에너지환경부,제4호,사단법인,하천사랑운동,김재승,전북 군산시 평화길 103(죽성동),"하천친화방법개발,교육홍보",063-445-788,2000-05-06,지구환경협력과
중앙행정기관,기후에너지환경부,제11호,,기독교환경운동연대,양재성,서울 서대문구 충정로 11길 20 CI빌딩 203호,". 기독 신앙의 환경보호 운동
. 환경보전 캠페인 및 환경교육 실시
. 환경 관련 교회 지원 활동",02-711-8905,2000-05-09,지구환경협력과
중앙행정기관,기후에너지환경부,제12호,,환경운동연합,"권태선, 이철수, 장재연",서울특별시 종로구 필운대로 23 (누하동),"환경교육, 홍보,연구",02-735-7000,2000-05-09,지구환경협력과
중앙행정기관,기후에너지환경부,제13호,사단법인,환경정의,이은희,"서울특별시 마포구 월드컵로 26길 39, 시민공간나루 2층","- 환경정책 대안 개발과 제시
- 환경관계 조사 연구활동",02-743-4747,2000-05-09,녹색전환정책과
중앙행정기관,기후에너지환경부,제6호,사단법인,한국여성환경운동본부,최영호,서울시 강남구 압구정로28길 22-11 동아빌딩 502호,"환경교육,연구보전 활동",02-2256-5537,2000-05-09,지구환경협력과
중앙행정기관,기후에너지환경부,제7호,사단법인,한국교회환경연구소,최완택,서울특별시 종로구 자하문로 1나길 7-13,"환경교육,연구보전 활동",02-711-8905,2000-05-09,지구환경협력과
중앙행정기관,기후에너지환경부,제8호,사단법인,녹색연합부설녹색사회연구소,김정자,서울특별시 성북구 성북로19길 15 (성북동),"환경홍보,연구 보전활동",02-747-3339,2000-05-09,지구환경협력과
중앙행정기관,기후에너지환경부,제9호,사단법인,환경보호국민운동본부,송기태,서울 중구 퇴계로45길 22-6(충무로5가),"-환경단체 등과 학술회의 개최
- 환경교육 홍보활동, 환경관련 출판물 발간
- 실내공기질 오염예방을 위한 교육 및 계몽, 계도
- 환경보호 국민운동 전개 및 기타 필요한 사업",02-752-3300,2000-05-09,지구환경협력과
중앙행정기관,기후에너지환경부,제14호,사단법인,한국자연환경보전협회,조삼래,"서울시 성동구 광나루로 320-2 YD빌딩 4층, 6층, 8층","자연환경조사,연구,교육
,홍보환경보전에 관한 기술개발 및 보급
- 환경 교육 및 홍보활동 등",02-3407-1500),2000-05-12,자연생태정책과
중앙행정기관,기후에너지환경부,제15호,사단법인,자연보호중앙연맹,이수광,"서울특별시 중구 퇴계로 18, 대우빌딩 15층 (남대문로5가)","자연보호교육,홍보,계몽활동",02-757-0008,2000-05-12,자연생태정책과
중앙행정기관,기후에너지환경부,제16호,사단법인,사단법인 한국녹색구매네트워크,전인수,"서울특별시 종로구 삼일대로 461, 102동 305호(경운동, 운현궁 에스케이허브)","환경조사, 연구,홍보",02-720-9888,2000-05-13,환경경제통계과
중앙행정기관,기후에너지환경부,제17호,사단법인,에코붓다,최석호,"서울특별시 서초구 효령로51길 7, 정토회관 3층 (서초동)","환경교육, 학술활동",02-587-8997,2000-05-17,지구환경협력과
중앙행정기관,기후에너지환경부,제18호,사단법인,자전거21,오수보외2인,"서울특별시 송파구 올림픽로 424, 올림픽공원내 (방이동)",환경의식개선과 환경보전을 위한 자전거타기생활화운동 전개,02-424-2940,2000-05-18,교통환경과
중앙행정기관,기후에너지환경부,제20호,사단법인,한국내셔널트러스트,전의찬,"서울특별시 종로구 창신길 119., 2층(창신동)","자연문화유산지역지정, 자연자원조사,연구 등",02-739-3131,2000-05-22,자연생태정책과
중앙행정기관,기후에너지환경부,제23호,,한국자연공원협회,조규배,"서울특별시 은평구 진흥로 215, 환경벤처센터 A동 404호 (불광동)","자연공원의 보전과 이용에 관한 홍보·계도, 자연자원조사, 학술연구",02-358-2421,2000-05-25,자연공원과
중앙행정기관,기후에너지환경부,제24호,,나무를심는사람들-지속가능한사회를위한시민네트워크,"유종일,
김성수",서울특별시 종로구 김상옥로 30 (연지동),"환경보전사업,국제환경정보네트워크운영",02-3673-0921,2000-05-29,국제협력과
중앙행정기관,기후에너지환경부,제25호,,환경공해추방운동중앙회,윤용호,서울 영등포구 국회대로 66길 23 산정빌딩 206호,"프레온가스구집,환경교육,자원재활용활동",02-723-8558,2000-05-30,지구환경협력과
중앙행정기관,기후에너지환경부,제28호,재단법인,재단법인녹색미래,김만구,"서울특별시 마포구 마포대로4나길 46, 덕성빌딩 지하1층 (마포동)",환경정책 대안제시를 위한 민간차원의 교류‧협력‧연대활동 및 유지관리,02-713-2834,2000-06-01,기후미래전략과
중앙행정기관,기후에너지환경부,제29호,,전국자연보호중앙회,유명준,서울특별시 종로구 삼청로 22-8 (사간동),자연보호관련교육·홍보·연구,02-722-3116,2000-06-13,자연생태정책과
중앙행정기관,기후에너지환경부,제30호,사단법인,(사)한국상록회,김영호,서울특별시 영등포구 63로 32 라이프콤비빌딩 504호,"- 자연환경 보전사업(교육·캠페인 등)
- 생활환경 개선사업(홍보, 교육 등)
- 기타 법인의 목적을 달성하는데 필요한 사업",02-780-7862,2000-06-14,지구환경협력과
중앙행정기관,기후에너지환경부,제32호,,한강지키기운동본부,오문식,경기도 이천시 부악로 38-34(중리동),"팔당상수원 주변지역의 수질오염예방활동, 수질개선을 위한 홍보 및 교육, 계몽활동",031-631-1705,2000-07-10,물환경정책과
중앙행정기관,기후에너지환경부,제34호,사단법인,그린램프환경교육연합,정병윤,서울특별시 관악구 봉천로 445 (봉천동),환경교육·홍보,02-873-4746,2000-11-22,지구환경협력과
중앙행정기관,기후에너지환경부,제35호,,풀꽃세상을위한모임,심재훈,서울특별시 마포구 성미산로5길 25 소행주 1호 204호,"풀꽃상 시상, 환경교육·홍보",070-7759-6813,2000-12-08,지구환경협력과
중앙행정기관,기후에너지환경부,제37호,,지구를위한시민행동한국본부,서경석,서울특별시 강북구 한천로 115길 20 번동 주공5단지 501동 상가지하 1~3호,"환경보전을 위한 생활양식 개선운동, 지방의제21추진사업",02-826-1080,2000-12-30,지구환경협력과
중앙행정기관,기후에너지환경부,제39호,사단법인,공해추방국민운동중앙본부,김영배,서울특별시 용산구 한강대로88길 21-5 (남영동),환경보전 및 공해추방운동(계몽·홍보·선도),02-3216-0112,2001-03-29,지구환경협력과
중앙행정기관,기후에너지환경부,제40호,사단법인,(사)한국자원순환연합회,장준영,"서울특별시 종로구 통일로 254, 4층 (무악동)","폐자원분리수거 및 재활용기술개발, 재활용제품우선구매",02-2689-9060,2001-03-31,자원재활용과
중앙행정기관,기후에너지환경부,제41호,,NGO환경보호국민운동본부,여원배,"경기도 수원시 장안구 경수대로 1073번길 16, 영림프라자 3층","하천순찰,환경청소년단, 환경봉사단운영,환경보전사업",031-248-3721,2001-04-04,지구환경협력과
중앙행정기관,기후에너지환경부,제26호,,환경과복지를생각하는시민의모임,김갑재,"서울특별시 마포구 마포대로16길 14, 서울빌딩 3층 (공덕동)",환경교육·홍보,02-888-0730,2001-05-02,지구환경협력과
중앙행정기관,기후에너지환경부,제42호,,환경문화시민연대,윤병호,서울특별시 동대문구 왕산로9 401호,"- 환경보호를 위한 대국민 계몽·홍보에 관한 사항
 - 제반 환경오염 정화 및 연구활동
 - 기타 환경보전에 필요한 사항",02-454-3457,2001-05-03,지구환경협력과
중앙행정기관,기후에너지환경부,제43호,,원불교천지보은회,이연자,서울 종로구 원서동 129-4,"생태보전활동, 환경교육 및 홍보, 조사·연구 및 지원",02-3675-0788,2001-06-20,지구환경협력과
중앙행정기관,기후에너지환경부,제44호,사단법인,자원순환사회연대,김재옥,"서울특별시 종로구 율곡로 82, 삼환빌딩 별관 501호 (운니동)","쓰레기 감량, 재활용 제고 시민운동",02-744-5305,2001-06-22,자원순환정책과
중앙행정기관,기후에너지환경부,제45호,사단법인,(사)맑은하늘푸른땅,김상수,경북 성주군 선남면 관용로 401-141,환경보전 각계 각층 민간단체와의 협력교류 및 연대활동 등,054-933-8054,2001-07-10,지구환경협력과
중앙행정기관,기후에너지환경부,제46호,,백두대간보전협회,최종복,"강원도 동해시 감추로 20-1, 2층 (천곡동)",백두대간 야생동식물 서식 실태 등 생태계조사,033-535-3516,2001-10-09,자연생태정책과
중앙행정기관,기후에너지환경부,제47호,,전국지속가능발전협의회,허재영,대전광역시 중구 중앙로 121번길 44 창성빌딩 203호(선화동 20),"지속가능발전과 지방의제21 추진 관련 정보교류 및 교육훈련- 지속가능발전과 지방의제21 추진 모범사례 발굴·보급 및 모니터링 실시 - 지속가능발전 확산을 위한 연구, 조사, 홍보사업 등",042-223-1141,2002-01-28,지구환경협력과
중앙행정기관,기후에너지환경부,제49호,사단법인,한국야생동물보호협회,이정주,서울특별시 은평구 진흥로 215 (불광동),야생동물 육성·서식지 보전,02-354-0126,2002-05-02,생물다양성과
중앙행정기관,기후에너지환경부,제50호,,지리산생명연대,임봉재,"전라북도 남원시 인월면 인월2길 95, 2층",지리산의 생태·문화·역사적 환경보전 등,063-636-1945,2002-10-09,자연공원과
중앙행정기관,기후에너지환경부,제51호,,국립공원을지키는시민의 모임,오충현,서울특별시 은평구 통일로 78가길 13- 129 202호(불광동),국립공원 보전을 위한 홍보·교육·훼손실태 조사·연구,02-961-6547,2002-10-09,자연공원과
중앙행정기관,기후에너지환경부,제52호,,일사회,노융희,"서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 1008호 (구로동)",환경정책 논의 및 건의 정보 교환,02-2109-6330,2002-12-05,기후미래전략과
중앙행정기관,기후에너지환경부,제53호,사단법인,(사)환경실천연합회,이경율,"서울특별시 서초구 효령로 43, 2층(방배동)",환경 연구사업 및 환경보호운동,02-805-8840,2003-02-20,생활하수과
중앙행정기관,기후에너지환경부,제54호,,아파트주거문화개선시민운동본부,차상곤,경기도 수원시 팔달구 매산로 45 삼호골든프라자 716호,"1.쾌적한 주거환경 유지
2.소음(공사장, 층간소음, 항공기, 생활소음 등) 홍보․계몽활동",031-238-4591,2003-03-17,생활환경과
중앙행정기관,기후에너지환경부,제55호,,야생동물연합,이동기,강원도 동해시 효가리 본길3(효가동),애생동물종과 그 서식지의 조사 및 보호 추진을 위한 활동,033-521-5318,2003-03-24,생물다양성과
중앙행정기관,기후에너지환경부,제58호,,한국환경연합,강종인,"부산광역시 연제구 중앙대로1043번길 34, 한창타운 230호 (연산동)",토양오염현황 파악 및 전국토의 토양오염방지를 위한 정화 활동 등,051-852-4811,2003-09-15,토양지하수과
중앙행정기관,기후에너지환경부,제59호,,경기동부환경운동협의회,김재환,경기도 남양주시 사릉로 26번길 14-10,팔당상수원 북한강 수계 등 수질오염예방활동 빛 감시,031-591-1091,2003-11-07,물환경정책과
중앙행정기관,기후에너지환경부,제61호,사단법인,한국환경기술인협회,권기태,"서울특별시 금천구 범안로 1130, 1509로(가산동,디지털엠파이어)",환경보전 홍보물 발간 사업 및 환경교육 사업 등,02-852-2291,2004-03-18,지구환경협력과
중앙행정기관,기후에너지환경부,제62호,사단법인,(사)대청호보전운동본부,오용준,"대전광역시 유성구 배울2로 134, 103동 204호","-수질 및 생태계 조사․연구 및 개선대책 수립
- 환경지킴이 조직 및 감시활동 전개
- 환경강사 양성 및 교육활동 전개
- 수질보전을 위한 홍보․의식개혁․실천운동 전개
- 지역주민 참여방안 및 협력사업 추진 등",042-930-7340,2004-07-16,물환경정책과
중앙행정기관,기후에너지환경부,제64호,사단법인,산과자연의친구 우이령 사람들,정영목,"서울특별시 종로구 삼일대로32길 36, 102호(익선동 운현신화타워빌딩)","1.훼손되거나 보호대책이 요구되는 산악자연환경과 생태계의 조사연구 및 감시활동
2. 훼손위기에 처한 우수 자연환경지역에 대한 보존방안 제시와 시민운동
3. 자연환경보존을 위한 홍보와 교육·출판활동
4. 기타 본 회의 목적을 위해 필요하다고 인정되는 활동",02-743--2625,2004-08-27,자연공원과
